focal_code,focal_name,focal_industry,focal_business_excerpt,candidate_id_within_focal,peer_code,peer_name_final,peer_industry_final,candidate_source_system,source_rank,product_similarity,peer_business_excerpt,llm_selected_rank_1_to_5,llm_is_direct_product_market_peer_0_1,llm_reason
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,11,600000,浦发银行,货币金融服务,csmar_scope,2,0.1800783472218046,金融与信托投资业务 经中国人民银行及国家金融监督管理总局 以下简称金融监管总局 批准的商业银行业务融资租赁业务信托业务理财业务以及经香港证券及期货事务监察委员会颁发的相关牌照所规定的投资银行业务和资产管理业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,12,601169,北京银行,货币金融服务,csmar_scope,3,0.1736932774909745,商业银行业务 吸收公众存款;发放短期 中期和长期贷款;办理国内结算;办理票据贴现;发行金融债券;代理发行 代理兑付 承销政府债券;买卖政府债券;从事同业拆借;提供担保;代理收付款项及代理保险业务;提供保管箱业务;办理地方财政信用周转使用资金的委托贷款业务;外汇存款;外汇贷款;外汇汇款;外币兑换;同业外汇拆借;国际结算;结汇 售汇;外汇票据的承兑和贴现;外汇担保;资信调查 咨询 见证业务;买卖和代理买卖股票以外的外币有价证券;自营和代客外,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,13,601838,成都银行,货币金融服务,csmar_scope,4,0.1727775884762996,公司银行业务 个人银行业务 资金业务等 经中国银行业监管机构批准的商业银行业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,14,601288,农业银行,货币金融服务,csmar_scope,5,0.1582445401145684,商业银行业务 人民币和外币存款 贷款 清算和结算 资产托管 基金管理 金融租赁 保险业务以及经有关监管机构批准的其他业务及境外机构所在地有关监管机构所批准经营的业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,15,601860,紫金银行,货币金融服务,csmar_scope,7,0.1556874381027393,金融业务 个人金融业务 资金业务及其他 吸收公众存款;发放短期 中期和长期贷款;办理国内结算办理票据承兑与贴现代理发行 代理兑付 承销政府债券;买卖政府债券 金融债券;从事同业拆借;从事银行卡业务代理收付款项及代理保险业务;提供保管箱服务;外汇存款 外汇贷款 外汇汇款外币兑换国际结算外汇票据的承兑和贴现外汇担保外汇同业拆借资信调查 资信和见证业务结售汇业务基金销售业务经银行业监督管理机构批准的其他业务 依法须经批准的项目经相关部门批准后,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,16,600919,江苏银行,货币金融服务,csmar_scope,8,0.1489505652792678,为客户提供广泛的金融产品与服务 吸收公众存款;发放短期 中期和长期贷款;办理国内结算;办理票据承兑与贴现;发行金融债券;代理发行 代理兑付 承销政府债券 承销短期融资券;买卖政府债券 金融债券 企业债券;从事同业拆借;提供信用证服务及担保;代理收付款项及代理保险业务 代客理财 代理销售基金 代理销售贵金属 代理收付和保管集合资金信托计划;提供保险箱业务;办理委托存贷款业务;从事银行卡业务;外汇存款;外汇贷款;外汇汇款;外币兑换;结售汇 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,17,601528,瑞丰银行,货币金融服务,csmar_scope,9,0.1335485562146395,公司业务 个人业务 资金业务 吸收公众存款;发放短期 中期和长期贷款;办理国内结算;办理票据承兑与贴现;代理发行 代理兑付 承销政府债券;买卖政府债券 金融债券;从事同业拆借;代理收付款项及代理保险业务;从事银行卡业务;提供保管箱服务; 上述业务不含外汇业务 ;从事外汇存款 外汇贷款 外汇汇款 国际结算 外汇拆借 资信调查 咨询和见证业务经外汇管理机关批准的结汇 售汇等业务;经中国银行业监督管理机构批准的其他业务 依法经批准的项目经相关,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,18,601377,兴业证券,资本市场服务,annual_global_ai_stripped,9,0.3157072761825027,证券经纪 投资银行 资产管理 基金管理 证券自营等 证券业务;证券投资咨询;证券投资基金托管;商品期货经纪 金融期货经纪;基金募集 基金销售 资产管理 特定客户资产管理业务;私募投资基金业务 公募基金管理业务;物业管理服务;金融产品投资 股权投资 项目投资以及监管部门认可的其他投资品种 投资管理等 依法须经批准的项目经相关部门批准后方可开展经营活动 证券财务顾问服务;证券公司为期货公司提供中间介绍业务 除依法须经批准的项目外凭营业执照依,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,19,600958,东方证券,资本市场服务,annual_global_ai_stripped,10,0.3102307572915555,证券经纪;证券投资咨询;与证券交易 证券投资活动有关的财务顾问;证券自营;融资融券;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品;证券承销 限国债 政策性银行金融债 短期融资券及中期票据 ;股票期权做市 证券经纪;融资融券;证券投资咨询;与证券交易 证券投资活动有关的财务顾问;证券自营;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品;证券承销与保荐;股票期权做市业务;证券投资基金托管;证券资产管理业务;公开募集,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,20,001227,兰州银行,货币金融服务,random_same_industry,1,0.0589278531998652,公司银行业务 零售银行业务和资金业务等 对公和个人金融业务 支付结算业务 金融市场业务 理财业务以及经国家金融监督管理总局批准的其他业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,21,601825,沪农商行,货币金融服务,random_same_industry,2,0.1483597096595124,公司银行业务 个人银行业务和金融市场业务 吸收公众存款;发放短期 中期和长期贷款;办理国内外结算;办理票据承兑与贴现;代理发行 代理兑付 承销政府债券;买卖政府债券 金融债券;从事同业拆借;从事银行卡服务;外汇存款外汇贷款外汇汇款国际结算同业外汇拆借资信调查 咨询和见证业务;代理收付款项及代理保险业务;提供保管箱服务;金融租赁;经国家金融监督管理总局批准的其他业务结汇 售汇业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,22,002142,宁波银行,货币金融服务,random_same_industry,3,0.1515908523889338,存款 贷款 办理国内结算 办理票据贴现 发行金融债券 代理发行 兑付债券 代理收付款 保险业务 保管箱服务 经国家金融监督管理总局批准的包括对公及对私存款 贷款 支付结算 资金业务 并提供资产管理及其他金融业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,23,601328,交通银行,货币金融服务,random_same_industry,5,0.1239261593729694,经营吸收公众存款 发放短期 中期和长期贷款 办理国内外结算 办理票据贴现 发行金融债券等 金融业务 个人金融业务 同业与金融市场业务 金融租赁业务 基金业务 理财业务 信托业务 保险业务 境外证券业务 债转股业务和其他相关金融业务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,24,601577,长沙银行,货币金融服务,random_same_industry,6,0.0745510149758795,公司金融业务 零售金融业务和资金业务等 吸收公众存款;发放贷款;办理国内外结算;办理票据承兑与贴现;发行金融债券;买卖政府债券 金融债券;从事同业拆借;从事银行卡业务等 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,25,601998,中信银行,货币金融服务,random_same_industry,8,0.0585284834412945,公司银行业务 零售银行业务及资金资本市场业务 提供公司及零售银行服务 从事资金业务并提供资产管理 金融租赁理财业务及其他非银行金融服务 ,,,
000001,平安银行,货币金融服务,办理人民币存 贷 结算 汇兑业务 人民币票据承兑和贴现 各项信托业务 经人民银行批准发行或买卖人民币有价证券 外汇存款 汇款 境内境外借款 在境内境外发行或代理发行外币有价证券外汇存款 汇款 境内境外汇借款等 经批准的商业银行业务 ,26,601009,南京银行,货币金融服务,random_same_industry,9,0.1273727924495604,吸收公众存款 发放短期 中期和长期贷款 办理国内外结算 办理票据承兑与贴现 发行金融债券 代理发行 代理兑付 承销政府债券 买卖政府债券 金融债券 从事同业拆借 买卖 代理买卖外汇 从事银行卡业务 提供信用证服务及担保 代理收付款项及代理保险业务 提供保管箱服务 经中国银行业监督管理委员会批准的其他业务 吸收公众存款;发放短期 中期 和长期贷款;办理国内外结算;办理票据承兑与贴现;发行金融债券;代理发行 代理兑付 承销政府债券;买卖政府,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,1,000031,大悦城,房地产业,annual_same_industry,1,0.3798297833819569,房地产开发经营和实业投资 房地产开发 经营 销售 出租及管理住宅 商用物业经营业态涵盖住宅 商业地产及部分产业地产本公司及子公司主要产品和服务为住宅 商业物业 工业物业 酒店经营 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,2,600048,保利发展,房地产业,annual_same_industry,2,0.3636023854959199,本公司的主营业务是房地产开发 销售 租赁及其物业管理 房地产开发和经营 物业管理等 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,3,600376,首开股份,房地产业,annual_same_industry,3,0.3620776007322581,房地产的开发与经营 具体为商品住宅小区的开发建设 包括商品房 经济适用房 普通办公楼 商业设施以及土地等的开发与销售 房地产开发 商品房销售;房屋租赁;建筑工程咨询;室内外装饰装璜;技术开发 技术服务;销售自行开发的产品;购销建筑材料 化工轻工材料 工艺美术品 家具 机械电器设备 汽车除外 五金交电 纺织品 百货 计算机软硬件 日用杂品;经贸信息咨询;劳务服务 市场主体依法自主选择经营项目开展经营活动;依法须经批准的项目经相关部门批准后,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,4,600743,华远地产,房地产业,annual_same_industry,4,0.3471346638027002,房地产开发与销售 租赁 土地开发 物业管理 酒店管理等 房地产开发与销售 租赁 土地开发 物业管理 酒店管理等 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,5,600325,华发股份,房地产业,annual_same_industry,5,0.3402562055526232,房地产开发和销售 房地产开发经营;销售代理;建筑材料销售;建筑装饰材料销售;金属材料销售;五金产品批发;五金产品零售;化工产品销售 不含许可类化工产品 ;非居住房地产租赁 除依法须经批准的项目外凭营业执照依法自主开展经营活动 主要产品是住宅 商铺等 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,6,002244,滨江集团,房地产业,annual_same_industry,6,0.3394534082032288,房地产开发与销售 房地产开发及其延伸业务的经营 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,7,002146,荣盛发展,房地产业,annual_same_industry,7,0.3377153535615416,普通商品房开发 主要产品或服务为住宅 车库及商铺等 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,8,600657,信达地产,房地产业,annual_same_industry,8,0.3371129087539806,房地产开发 经营 投资及物业管理 房地产开发 投资及投资管理 物业管理 企业管理咨询 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,9,600649,城投控股,房地产业,annual_same_industry,9,0.3351066035400032,原水供应及自来水开发 工程技术咨询服务房地产开发 经营物业管理工程 建设监理;实业投资给排水设施运营 维修给排水工程建设技术开发咨询及服务 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,10,000656,*ST 金科,房地产业,annual_same_industry,10,0.3342335774457461,房地产开发 物业管理 制造 加工 销售钢材 锰铁 机械加工 销售建筑材料 装饰材料 计算机软件 电子元件等 房地产开发 物业管理 机电设备安装;销售建筑 装饰材料和化工产品 不含危险化学品 五金交电;自有房屋租赁;企业管理咨询服务货物及技术进出口 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,11,000003,PT 金田A,综合,csmar_scope,1,0.465852877340831,房地产 经营范围包括 国内商业;物资供销业 不含专营 专控 专卖商品 进出口业务 按深贸管审证字067号外贸企业审定证书规定办理 ;金属材料 石油制品 医疗器械的购销 本公司主营业务为房地产开发 兼营电力 纺织 磁盘生产 交通运输 进出口贸易及零售 酒店服务业 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,12,000036,华联控股,房地产业,csmar_scope,2,0.3989118544615819,综合性房地产开发及运营 投资兴办实业 具体项目另行申报 ;国内商业 物资供销业 不含专营 专控 专卖商品 ;在具有合法土地使用权的地块上从事房地产开发 经营;自有物业管理;房地产经纪 不含限制项目 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,13,000096,广聚能源,批发业,csmar_scope,3,0.3752383088226164,石油制品及液化石油气经营 电力投资 兴办实业 具体项目另行申报 ;国内商业 物资供销业 不含专营 专控 专卖商品 ;投资电力企业 具体项目另报 ;进出口业务按中华人民共和国进出口企业资格证书办;成品油 由分支机构经营 ;经营液化石油气 限瓶装经营场地另办执照 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,14,601333,广深铁路,铁路运输业,csmar_scope,4,0.2983903323314188,铁路客货运输服务 铁路客货运输服务;铁路设施技术服务;经营国内商业 物资供销业 不含专营 专控 专卖商品 ;兴办各类实业 具体项目另报 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,15,000038,深大通,商务服务业,csmar_scope,5,0.2885934013181276,房地产开发 国内商业 物资供销业等 房地产开发 经营;国内贸易 不含专营 专控 专卖商品 ;兴办实业 具体项目另行申报 计算机领域的技术开发 技术转让 技术咨询和技术服务计算机软硬件开发及销售;经营进出口业务 具体按照深贸管准证字第2003-3670号资格证书办理 ;设计 制作 代理 发布各类广告电脑图文设计制作影视策划企业形象策划市场营销策划;展览展示设计服务会务服务;文化产业园区的投资 具体项目另行申报 文化旅游项目的投资 具体项目,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,16,000032,深桑达A,建筑安装业,csmar_scope,6,0.2877493797157915,通信设备 计算机及软件 办公室自动化设备等 研发 生产 销售通信设备 交通通讯设备 生产场地营业执照另行办理 计算机及软件 办公自动化设备 机械 光机电一体化设备 电子检测设备 税控设备 税控收款机 不含限制项目 半导体照明产品;电子信息系统工程 建筑智能化工程 机电设备安装工程 变配电工程的规划 设计 安装 调试 集成及技术咨询服务;智能交通设备及产品 通信设备及产品 安防监控系统产品的技术开发 生产制造 调试 销售;软件及网络通讯产,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,17,000023,ST 深天,非金属矿物制品业,csmar_scope,7,0.2769876043553598,商品混凝土及其原材料的生产 销售 商品混凝土及其原材料的生产 销售 具体生产场地执照另行申办 ;水泥制品的生产 销售 具体生产场地执照另行申办 ;在合法取得土地使用权的地块上从事房地产开发;物流服务;机电设备维修;物业管理;投资兴办实业 具体项目另行申报 ;国内商业 物资供销业 不含专营 专控 专卖商品及限制项目 ;经营进出口业务 按深府办函1994278号文执行 主要产品和服务为商品混凝土的生产和销售 房地产的开发与销售 物业管理 ,,,
000002,万科A,房地产业,房地产 贸易及零售等 兴办实业 具体项目另行申报 ;国内商业;物资供销业 不含专营 专控 专卖商品 ;进出口业务 按深经发审证字第113号外贸企业审定证书规定办理 ;房地产开发 ,18,000090,天健集团,土木工程建筑业,csmar_scope,8,0.2541221099986571,市政工程 建筑施工和房地产开发 投资兴办工业实业;国内商业 物资供销业 不含专营 专卖 专控商品 ;开展对外经济技术合作业务 按中华人民共和国对外贸易经济合作部2000外经贸发展审函字第913号文规定办理 ;自有物业租赁 房地产开发经营 ,,,
